pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5380085,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,KRC/Communications Research,160,10/20/1998,400,Democrat,40,Republican,50,NA,-10,11/3/1998,47.44,50.35,-2.91,7.09,-7.09,1,NA,NA
5380086,1998_Sen-G_IN,1998,IN,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,831,Democrat,63,Republican,27,NA,36,11/3/1998,63.72,34.79,28.93,7.07,7.07,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380087,1998_Sen-G_MD,1998,MD,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,911,Democrat,67,Republican,27,NA,40,11/3/1998,70.5,29.5,41,1,-1,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380088,1998_Sen-G_NC,1998,NC,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1163,Democrat,47,Republican,38,NA,9,11/3/1998,51.15,47.01,4.14,4.86,4.86,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380089,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1792,Democrat,44,Republican,46,NA,-2,11/3/1998,54.62,44.08,10.54,12.54,-12.54,0,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380090,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1793,Democrat,37,Republican,55,NA,-18,11/3/1998,43.53,56.46,-12.93,5.07,-5.07,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380091,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1611,Democrat,25,Republican,57,NA,-32,11/3/1998,34.79,61.34,-26.55,5.45,-5.45,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380092,1998_Sen-G_SD,1998,SD,Sen-G,Sen-G,NRECA Market Research,223,10/20/1998,500,Democrat,58,Republican,26,NA,32,11/3/1998,62.14,36.41,25.73,6.27,6.27,1,NA,NA
5380093,1998_Sen-G_WA,1998,WA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,831,Democrat,54,Republican,41,NA,13,11/3/1998,58.41,41.59,16.82,3.82,-3.82,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380099,1998_Sen-G_CO,1998,CO,Sen-G,Sen-G,Ciruli Associates,51,10/21/1998,400,Democrat,30,Republican,61,NA,-31,11/3/1998,35.01,62.47,-27.46,3.54,-3.54,1,NA,NA
5380100,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,SurveyUSA,325,10/21/1998,500,Democrat,48,Republican,43,NA,5,11/3/1998,54.62,44.08,10.54,5.54,-5.54,1,NA,NA
5380101,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/21/1998,703,Democrat,39,Republican,43,NA,-4,11/3/1998,54.62,44.08,10.54,14.54,-14.54,0,"previously listed as Zogby Analytics, telephone",NA
5380109,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Fleming & Associates,96,10/22/1998,557,Democrat,61,Republican,31,NA,30,11/3/1998,62.47,37.53,24.94,5.06,5.06,1,aka Florida Voter,NA
5380110,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Independent Market Research,148,10/22/1998,670,Democrat,61,Republican,25,NA,36,11/3/1998,62.47,37.53,24.94,11.06,11.06,1,NA,NA
5380111,1998_Sen-G_WI,1998,WI,Sen-G,Sen-G,FM3 Research,91,10/22/1998,599,Democrat,44,Republican,43,NA,1,11/3/1998,50.55,48.4,2.15,1.15,-1.15,1,"previously listed as Fairbank, Maslin, Maullin, Metz & Associates",D
5380117,1998_Sen-G_KY,1998,KY,Sen-G,Sen-G,Louisville Courier-Journal,174,10/23/1998,589,Democrat,44,Republican,43,NA,1,11/3/1998,49.16,49.75,-0.59,1.59,1.59,0,NA,NA
5380118,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,CBS News/New York Times,36,10/23/1998,850,Democrat,44,Republican,44,NA,0,11/3/1998,54.62,44.08,10.54,10.54,-10.54,0.5,number of likely voters estimated,NA
5380119,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Quinnipiac University,267,10/23/1998,547,Democrat,48,Republican,44,NA,4,11/3/1998,54.62,44.08,10.54,6.54,-6.54,1,NA,NA
5380120,1998_Sen-G_WI,1998,WI,Sen-G,Sen-G,Market Shares Corp.,187,10/23/1998,600,Democrat,43,Republican,46,NA,-3,11/3/1998,50.55,48.4,2.15,5.15,-5.15,0,NA,NA
5380132,1998_Sen-G_AR,1998,AR,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/24/1998,810,Democrat,56,Republican,36,NA,20,11/3/1998,55.07,42.23,12.84,7.16,7.16,1,NA,NA
5380133,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,University of Cincinnati (Ohio Poll),346,10/24/1998,733,Democrat,34,Republican,62,NA,-28,11/3/1998,43.53,56.46,-12.93,15.07,-15.07,1,NA,NA
5380154,1998_Sen-G_AL,1998,AL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/25/1998,808,Democrat,29,Republican,62,NA,-33,11/3/1998,36.69,63.24,-26.55,6.45,-6.45,1,NA,NA
5380155,1998_Sen-G_CA,1998,CA,Sen-G,Sen-G,Field Research Corp. (Field Poll),94,10/25/1998,678,Democrat,51,Republican,42,NA,9,11/3/1998,53.06,43.01,10.05,1.05,-1.05,1,NA,NA
5380156,1998_Sen-G_CO,1998,CO,Sen-G,Sen-G,Ciruli Associates,51,10/25/1998,400,Democrat,31,Republican,60,NA,-29,11/3/1998,35.01,62.47,-27.46,1.54,-1.54,1,NA,NA
5380157,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/25/1998,813,Democrat,41,Republican,49,NA,-8,11/3/1998,47.44,50.35,-2.91,5.09,-5.09,1,NA,NA
5380158,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Manhattanville College,181,10/25/1998,601,Democrat,50,Republican,42,NA,8,11/3/1998,54.62,44.08,10.54,2.54,-2.54,1,NA,NA
5380159,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Millersville University,210,10/25/1998,481,Democrat,17,Republican,61,NA,-44,11/3/1998,34.79,61.34,-26.55,17.45,-17.45,1,NA,NA
5380173,1998_Sen-G_GA,1998,GA,Sen-G,Sen-G,Marketing Workshop,194,10/26/1998,709,Democrat,35,Republican,53,NA,-18,11/3/1998,45.15,52.37,-7.22,10.78,-10.78,1,NA,NA
5380174,1998_Sen-G_IA,1998,IA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,803,Democrat,24,Republican,68,NA,-44,11/3/1998,30.49,68.41,-37.92,6.08,-6.08,1,NA,NA
5380175,1998_Sen-G_IN,1998,IN,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,819,Democrat,58,Republican,33,NA,25,11/3/1998,63.72,34.79,28.93,3.93,-3.93,1,NA,NA
5380176,1998_Sen-G_MO,1998,MO,Sen-G,Sen-G,SurveyUSA,325,10/26/1998,500,Democrat,41,Republican,54,NA,-13,11/3/1998,43.77,52.68,-8.91,4.09,-4.09,1,NA,NA
5380177,1998_Sen-G_NV,1998,NV,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,817,Democrat,47,Republican,45,NA,2,11/3/1998,47.88,47.78,0.1,1.9,1.9,1,NA,NA
5380178,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,815,Democrat,37,Republican,55,NA,-18,11/3/1998,43.53,56.46,-12.93,5.07,-5.07,1,NA,NA
5380179,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,University of Cincinnati (Ohio Poll),346,10/26/1998,1196,Democrat,38,Republican,62,NA,-24,11/3/1998,43.53,56.46,-12.93,11.07,-11.07,1,NA,NA
5380180,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,807,Democrat,34,Republican,57,NA,-23,11/3/1998,34.79,61.34,-26.55,3.55,3.55,1,NA,NA
5380197,1998_Sen-G_CA,1998,CA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,809,Democrat,45,Republican,43,NA,2,11/3/1998,53.06,43.01,10.05,8.05,-8.05,1,NA,NA
5380198,1998_Sen-G_CO,1998,CO,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,831,Democrat,32,Republican,58,NA,-26,11/3/1998,35.01,62.47,-27.46,1.46,1.46,1,NA,NA
5380199,1998_Sen-G_CT,1998,CT,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,633,Democrat,60,Republican,32,NA,28,11/3/1998,65.15,32.37,32.78,4.78,-4.78,1,NA,NA
5380200,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,822,Democrat,59,Republican,31,NA,28,11/3/1998,62.47,37.53,24.94,3.06,3.06,1,NA,NA
5380201,1998_Sen-G_GA,1998,GA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,809,Democrat,38,Republican,51,NA,-13,11/3/1998,45.15,52.37,-7.22,5.78,-5.78,1,NA,NA
5380202,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,Richard Day Research Inc.,287,10/27/1998,712,Democrat,40,Republican,50,NA,-10,11/3/1998,47.44,50.35,-2.91,7.09,-7.09,1,NA,NA
5380203,1998_Sen-G_KY,1998,KY,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,823,Democrat,46,Republican,45,NA,1,11/3/1998,49.16,49.75,-0.59,1.59,1.59,0,NA,NA
5380204,1998_Sen-G_NC,1998,NC,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,827,Democrat,43,Republican,44,NA,-1,11/3/1998,51.15,47.01,4.14,5.14,-5.14,0,NA,NA
5380205,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Marist College,183,10/27/1998,351,Democrat,50,Republican,47,NA,3,11/3/1998,54.62,44.08,10.54,7.54,-7.54,1,NA,NA
5380206,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,808,Democrat,46,Republican,43,NA,3,11/3/1998,54.62,44.08,10.54,7.54,-7.54,1,NA,NA
5380207,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Columbus Dispatch,57,10/27/1998,800,Democrat,49,Republican,51,NA,-2,11/3/1998,43.53,56.46,-12.93,10.93,10.93,1,NA,NA
5380208,1998_Sen-G_SC,1998,SC,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,806,Democrat,49,Republican,44,NA,5,11/3/1998,52.68,45.69,6.99,1.99,-1.99,1,NA,NA
5380209,1998_Sen-G_WA,1998,WA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,801,Democrat,49,Republican,41,NA,8,11/3/1998,58.41,41.59,16.82,8.82,-8.82,1,NA,NA
5380217,1998_Sen-G_KS,1998,KS,Sen-G,Sen-G,SurveyUSA,325,10/28/1998,500,Democrat,31,Republican,66,NA,-35,11/3/1998,31.59,65.27,-33.68,1.32,-1.32,1,NA,NA
5380218,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Blum & Weprin Associates,32,10/28/1998,662,Democrat,46,Republican,42,NA,4,11/3/1998,54.62,44.08,10.54,6.54,-6.54,1,NA,NA
5380219,1998_Sen-G_SC,1998,SC,Sen-G,Sen-G,"North Star Opinion Research/Ayres, McHenry & Associates",233,10/28/1998,600,Democrat,43,Republican,44,NA,-1,11/3/1998,52.68,45.69,6.99,7.99,-7.99,0,"previously listed as Ayres, McHenry & Associates",R
5380227,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/29/1998,703,Democrat,45,Republican,42,NA,3,11/3/1998,47.44,50.35,-2.91,5.91,5.91,0,"previously listed as Zogby Analytics, telephone",NA
5380228,1998_Sen-G_MO,1998,MO,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/29/1998,600,Democrat,36,Republican,47,NA,-11,11/3/1998,43.77,52.68,-8.91,2.09,-2.09,1,"previously listed as Zogby Analytics, telephone",NA
5380229,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Quinnipiac University,267,10/29/1998,584,Democrat,50,Republican,42,NA,8,11/3/1998,54.62,44.08,10.54,2.54,-2.54,1,NA,NA
5380230,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/29/1998,1196,Democrat,41,Republican,37,NA,4,11/3/1998,54.62,44.08,10.54,6.54,-6.54,1,"previously listed as Zogby Analytics, telephone",NA
5380244,1998_Sen-G_AZ,1998,AZ,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,850,Democrat,27,Republican,64,NA,-37,11/3/1998,27.16,68.74,-41.58,4.58,4.58,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380245,1998_Sen-G_CA,1998,CA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,5735,Democrat,48,Republican,46,NA,2,11/3/1998,53.06,43.01,10.05,8.05,-8.05,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380246,1998_Sen-G_CT,1998,CT,Sen-G,Sen-G,Quinnipiac University,267,10/30/1998,491,Democrat,64,Republican,27,NA,37,11/3/1998,65.15,32.37,32.78,4.22,4.22,1,NA,NA
5380247,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,2819,Democrat,61,Republican,39,NA,22,11/3/1998,62.47,37.53,24.94,2.94,-2.94,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380248,1998_Sen-G_GA,1998,GA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,1408,Democrat,38,Republican,56,NA,-18,11/3/1998,45.15,52.37,-7.22,10.78,-10.78,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380249,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,847,Democrat,39,Republican,58,NA,-19,11/3/1998,47.44,50.35,-2.91,16.09,-16.09,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380250,1998_Sen-G_IN,1998,IN,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,977,Democrat,64,Republican,33,NA,31,11/3/1998,63.72,34.79,28.93,2.07,2.07,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380251,1998_Sen-G_MO,1998,MO,Sen-G,Sen-G,Neighbor,226,10/30/1998,330,Democrat,28,Republican,54,NA,-26,11/3/1998,43.77,52.68,-8.91,17.09,-17.09,1,NA,NA
5380252,1998_Sen-G_NC,1998,NC,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,1418,Democrat,54,Republican,39,NA,15,11/3/1998,51.15,47.01,4.14,10.86,10.86,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380253,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,2243,Democrat,50,Republican,46,NA,4,11/3/1998,54.62,44.08,10.54,6.54,-6.54,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380254,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,2149,Democrat,39,Republican,58,NA,-19,11/3/1998,43.53,56.46,-12.93,6.07,-6.07,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380255,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,1812,Democrat,32,Republican,63,NA,-31,11/3/1998,34.79,61.34,-26.55,4.45,-4.45,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380256,1998_Sen-G_WA,1998,WA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/30/1998,1523,Democrat,53,Republican,45,NA,8,11/3/1998,58.41,41.59,16.82,8.82,-8.82,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380261,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/31/1998,1196,Democrat,46.5,Republican,47.3,NA,-0.8,11/3/1998,54.62,44.08,10.54,11.34,-11.34,0,"previously listed as Zogby Analytics, telephone",NA
5380266,1998_Sen-G_CA,1998,CA,Sen-G,Sen-G,SurveyUSA,325,11/1/1998,800,Democrat,53,Republican,43,NA,10,11/3/1998,53.06,43.01,10.05,0.05,-0.05,1,NA,NA
5380267,1998_Sen-G_KY,1998,KY,Sen-G,Sen-G,SurveyUSA,325,11/1/1998,700,Democrat,44,Republican,51,NA,-7,11/3/1998,49.16,49.75,-0.59,6.41,-6.41,1,NA,NA
5380268,1998_Sen-G_NC,1998,NC,Sen-G,Sen-G,SurveyUSA,325,11/1/1998,700,Democrat,49,Republican,47,NA,2,11/3/1998,51.15,47.01,4.14,2.14,-2.14,1,NA,NA
5380468,2000_Sen-G_FL,2000,FL,Sen-G,Sen-G,McLaughlin & Associates,203,10/17/2000,600,Democrat,38,Republican,38,4,0,11/7/2000,51.04,46.19,4.850000000000001,4.850000000000001,-4.850000000000001,0.5,NA,R
5380469,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Lincoln Institute,170,10/17/2000,728,Democrat,38,Republican,49,NA,-11,11/7/2000,45.51,52.42,-6.91,4.09,-4.09,1,previously listed as Commonwealth Foundation,NA
5380480,2000_Sen-G_MI,2000,MI,Sen-G,Sen-G,EPIC-MRA,84,10/18/2000,500,Democrat,40,Republican,47,NA,-7,11/7/2000,49.47,47.86,1.61,8.61,-8.61,0,NA,NA
5380481,2000_Sen-G_MI,2000,MI,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/18/2000,626,Democrat,34,Republican,53,NA,-19,11/7/2000,49.47,47.86,1.61,20.61,-20.61,0,NA,NA
5380482,2000_Sen-G_PA,2000,PA,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/18/2000,1043,Democrat,39,Republican,52,NA,-13,11/7/2000,45.51,52.42,-6.91,6.09,-6.09,1,NA,NA
5380483,2000_Sen-G_WV,2000,WV,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/18/2000,1036,Democrat,75,Republican,14,NA,61,11/7/2000,77.75,20.16,57.59,3.41,3.41,1,NA,NA
5380502,2000_Sen-G_MN,2000,MN,Sen-G,Sen-G,St. Cloud State University,312,10/19/2000,629,Democrat,48,Republican,33,6,15,11/7/2000,48.83,43.29,5.54,9.46,9.46,1,NA,NA
5380503,2000_Sen-G_MT,2000,MT,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/19/2000,968,Democrat,41,Republican,51,NA,-10,11/7/2000,47.24,50.55,-3.31,6.69,-6.69,1,NA,NA
5380504,2000_Sen-G_NY,2000,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/19/2000,504,Democrat,42,Republican,43,NA,-1,11/7/2000,55.27,43.01,12.26,13.26,-13.26,0,"previously listed as Zogby Analytics, telephone",NA
5380505,2000_Sen-G_OH,2000,OH,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/19/2000,625,Democrat,31,Republican,54,NA,-23,11/7/2000,35.87,59.9,-24.03,1.03,1.03,1,NA,NA
5380506,2000_Sen-G_RI,2000,RI,Sen-G,Sen-G,Rasmussen Reports/Pulse Opinion Research,277,10/19/2000,802,Democrat,35,Republican,52,NA,-17,11/7/2000,41.15,56.88,-15.73,1.27,-1.27,1,NA,NA
5380507,2000_Sen-G_VT,2000,VT,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/19/2000,628,Democrat,23,Republican,66,11,-43,11/7/2000,25.43,65.56,-40.13,2.87,-2.87,1,NA,NA
5380508,2000_Sen-G_WA,2000,WA,Sen-G,Sen-G,Elway Research,87,10/19/2000,400,Democrat,43,Republican,46,NA,-3,11/7/2000,48.73,48.64,0.09,3.09,-3.09,0,NA,NA
5380519,2000_Sen-G_FL,2000,FL,Sen-G,Sen-G,Fleming & Associates,96,10/20/2000,606,Democrat,43,Republican,40,4,3,11/7/2000,51.04,46.19,4.850000000000001,1.85,-1.85,1,aka Fort Lauderdale Sun Sentinel,NA
5380520,2000_Sen-G_WI,2000,WI,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/2000,587,Democrat,67,Republican,24,NA,43,11/7/2000,61.54,37.04,24.5,18.5,18.5,1,"previously listed as Harris Interactive, telephone; previously listed as Harris Interactive",NA
