pollno,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment,partisan
5380090,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1793,Democrat,37,Republican,55,NA,-18,11/3/1998,43.53,56.46,-12.93,5.07,-5.07,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380091,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,1611,Democrat,25,Republican,57,NA,-32,11/3/1998,34.79,61.34,-26.55,5.45,-5.45,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380092,1998_Sen-G_SD,1998,SD,Sen-G,Sen-G,NRECA Market Research,223,10/20/1998,500,Democrat,58,Republican,26,NA,32,11/3/1998,62.14,36.41,25.73,6.27,6.27,1,NA,NA
5380093,1998_Sen-G_WA,1998,WA,Sen-G,Sen-G,Harris Insights & Analytics,133,10/20/1998,831,Democrat,54,Republican,41,NA,13,11/3/1998,58.41,41.59,16.82,3.82,-3.82,1,"previously listed as Harris Interactive, online; previously listed as Harris Interactive",NA
5380097,1998_House-G_IN-9,1998,IN-9,House-G,House-G,Public Opinion Strategies,260,10/21/1998,300,Democrat,41,Republican,51,NA,-10,11/3/1998,50.8,47.9,2.9,12.9,-12.9,0,NA,R
5380098,1998_House-G_KS-4,1998,KS-4,House-G,House-G,SurveyUSA,325,10/21/1998,500,Democrat,40,Republican,56,NA,-16,11/3/1998,38.56,58.26,-19.7,3.7,3.7,1,NA,NA
5380099,1998_Sen-G_CO,1998,CO,Sen-G,Sen-G,Ciruli Associates,51,10/21/1998,400,Democrat,30,Republican,61,NA,-31,11/3/1998,35.01,62.47,-27.46,3.54,-3.54,1,NA,NA
5380100,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,SurveyUSA,325,10/21/1998,500,Democrat,48,Republican,43,NA,5,11/3/1998,54.62,44.08,10.54,5.54,-5.54,1,NA,NA
5380101,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Zogby Interactive/JZ Analytics,395,10/21/1998,703,Democrat,39,Republican,43,NA,-4,11/3/1998,54.62,44.08,10.54,14.54,-14.54,0,"previously listed as Zogby Analytics, telephone",NA
5380108,1998_House-G_HI-1,1998,HI-1,House-G,House-G,Ward Research (Honolulu Star-Advertiser),375,10/22/1998,272,Democrat,47,Republican,32,NA,15,11/3/1998,59.8,35.3,24.5,9.5,-9.5,1,aka Ward Research,NA
5380109,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Fleming & Associates,96,10/22/1998,557,Democrat,61,Republican,31,NA,30,11/3/1998,62.47,37.53,24.94,5.06,5.06,1,aka Florida Voter,NA
5380110,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Independent Market Research,148,10/22/1998,670,Democrat,61,Republican,25,NA,36,11/3/1998,62.47,37.53,24.94,11.06,11.06,1,NA,NA
5380111,1998_Sen-G_WI,1998,WI,Sen-G,Sen-G,FM3 Research,91,10/22/1998,599,Democrat,44,Republican,43,NA,1,11/3/1998,50.55,48.4,2.15,1.15,-1.15,1,"previously listed as Fairbank, Maslin, Maullin, Metz & Associates",D
5380116,1998_House-G_US,1998,US,House-G,House-G,SSRS,297,10/23/1998,1017,Democrat,44,Republican,39,NA,5,11/3/1998,46.42,47.99,-1.57,6.57,6.57,0,aka Associated Press; formerly listed as International Communications Research Inc.,NA
5380117,1998_Sen-G_KY,1998,KY,Sen-G,Sen-G,Louisville Courier-Journal,174,10/23/1998,589,Democrat,44,Republican,43,NA,1,11/3/1998,49.16,49.75,-0.59,1.59,1.59,0,NA,NA
5380118,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,CBS News/New York Times,36,10/23/1998,850,Democrat,44,Republican,44,NA,0,11/3/1998,54.62,44.08,10.54,10.54,-10.54,0.5,number of likely voters estimated,NA
5380119,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Quinnipiac University,267,10/23/1998,547,Democrat,48,Republican,44,NA,4,11/3/1998,54.62,44.08,10.54,6.54,-6.54,1,NA,NA
5380120,1998_Sen-G_WI,1998,WI,Sen-G,Sen-G,Market Shares Corp.,187,10/23/1998,600,Democrat,43,Republican,46,NA,-3,11/3/1998,50.55,48.4,2.15,5.15,-5.15,0,NA,NA
5380127,1998_House-G_AR-2,1998,AR-2,House-G,House-G,Mason-Dixon Polling & Research Inc.,197,10/24/1998,420,Democrat,54,Republican,35,NA,19,11/3/1998,58,42,16,3,3,1,NA,NA
5380128,1998_House-G_IN-10,1998,IN-10,House-G,House-G,Massie & Associates,199,10/24/1998,300,Democrat,38,Republican,47,NA,-9,11/3/1998,58.3,39.4,18.9,27.9,-27.9,0,NA,R
5380129,1998_House-G_US,1998,US,House-G,House-G,ABC News/Washington Post,3,10/24/1998,581,Democrat,47,Republican,49,NA,-2,11/3/1998,46.42,47.99,-1.57,0.43,-0.43,1,NA,NA
5380130,1998_House-G_US,1998,US,House-G,House-G,Gallup,112,10/24/1998,519,Democrat,47,Republican,49,NA,-2,11/3/1998,46.42,47.99,-1.57,0.43,-0.43,1,NA,NA
5380131,1998_House-G_UT-2,1998,UT-2,House-G,House-G,Wirthlin Worldwide,387,10/24/1998,303,Democrat,39,Republican,47,NA,-8,11/3/1998,43.4,52.7,-9.3,1.3,1.3,1,NA,R
5380132,1998_Sen-G_AR,1998,AR,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/24/1998,810,Democrat,56,Republican,36,NA,20,11/3/1998,55.07,42.23,12.84,7.16,7.16,1,NA,NA
5380133,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,University of Cincinnati (Ohio Poll),346,10/24/1998,733,Democrat,34,Republican,62,NA,-28,11/3/1998,43.53,56.46,-12.93,15.07,-15.07,1,NA,NA
5380141,1998_House-G_CA-24,1998,CA-24,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,47,Republican,34,NA,13,11/3/1998,57.3,38.5,18.8,5.8,-5.8,1,"previously listed as Zogby Analytics, telephone",NA
5380142,1998_House-G_CA-36,1998,CA-36,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,30,Republican,47,NA,-17,11/3/1998,46.6,48.9,-2.3,14.7,-14.7,1,"previously listed as Zogby Analytics, telephone",NA
5380143,1998_House-G_CO-2,1998,CO-2,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,36,Republican,53,NA,-17,11/3/1998,49.9,47.4,2.5,19.5,-19.5,0,"previously listed as Zogby Analytics, telephone",NA
5380144,1998_House-G_CT-1,1998,CT-1,House-G,House-G,Mason-Dixon Polling & Research Inc.,197,10/25/1998,308,Democrat,55,Republican,21,NA,34,11/3/1998,58,41.4,16.6,17.4,17.4,1,NA,NA
5380145,1998_House-G_MA-6,1998,MA-6,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,52,Republican,31,NA,21,11/3/1998,54.6,42.4,12.2,8.8,8.8,1,"previously listed as Zogby Analytics, telephone",NA
5380146,1998_House-G_MS-4,1998,MS-4,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,42,Republican,33,NA,9,11/3/1998,54,46,8,1,1,1,"previously listed as Zogby Analytics, telephone",NA
5380147,1998_House-G_NC-4,1998,NC-4,House-G,House-G,SurveyUSA,325,10/25/1998,500,Democrat,54,Republican,41,NA,13,11/3/1998,57.43,41.56,15.87,2.87,-2.87,1,NA,NA
5380148,1998_House-G_NM-3,1998,NM-3,House-G,House-G,Mason-Dixon Polling & Research Inc.,197,10/25/1998,418,Democrat,45,Republican,42,5,3,11/3/1998,53.2,43.2,10,7,-7,1,NA,NA
5380149,1998_House-G_NM-3,1998,NM-3,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,52,Republican,39,3,13,11/3/1998,53.2,43.2,10,3,3,1,"previously listed as Zogby Analytics, telephone",NA
5380150,1998_House-G_OH-6,1998,OH-6,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,42,Republican,41,NA,1,11/3/1998,57,43,14,13,-13,1,"previously listed as Zogby Analytics, telephone",NA
5380151,1998_House-G_PA-13,1998,PA-13,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,42,Republican,48,NA,-6,11/3/1998,52,47,5,11,-11,0,"previously listed as Zogby Analytics, telephone",NA
5380152,1998_House-G_WA-1,1998,WA-1,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,44,Republican,44,NA,0,11/3/1998,49.8,44.1,5.7,5.7,-5.7,0.5,"previously listed as Zogby Analytics, telephone",NA
5380153,1998_House-G_WI-1,1998,WI-1,House-G,House-G,Zogby Interactive/JZ Analytics,395,10/25/1998,300,Democrat,38,Republican,52,NA,-14,11/3/1998,42.7,57.1,-14.4,0.4,0.4,1,"previously listed as Zogby Analytics, telephone",NA
5380154,1998_Sen-G_AL,1998,AL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/25/1998,808,Democrat,29,Republican,62,NA,-33,11/3/1998,36.69,63.24,-26.55,6.45,-6.45,1,NA,NA
5380155,1998_Sen-G_CA,1998,CA,Sen-G,Sen-G,Field Research Corp. (Field Poll),94,10/25/1998,678,Democrat,51,Republican,42,NA,9,11/3/1998,53.06,43.01,10.05,1.05,-1.05,1,NA,NA
5380156,1998_Sen-G_CO,1998,CO,Sen-G,Sen-G,Ciruli Associates,51,10/25/1998,400,Democrat,31,Republican,60,NA,-29,11/3/1998,35.01,62.47,-27.46,1.54,-1.54,1,NA,NA
5380157,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/25/1998,813,Democrat,41,Republican,49,NA,-8,11/3/1998,47.44,50.35,-2.91,5.09,-5.09,1,NA,NA
5380158,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Manhattanville College,181,10/25/1998,601,Democrat,50,Republican,42,NA,8,11/3/1998,54.62,44.08,10.54,2.54,-2.54,1,NA,NA
5380159,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Millersville University,210,10/25/1998,481,Democrat,17,Republican,61,NA,-44,11/3/1998,34.79,61.34,-26.55,17.45,-17.45,1,NA,NA
5380169,1998_House-G_NC-2,1998,NC-2,House-G,House-G,SurveyUSA,325,10/26/1998,500,Democrat,52,Republican,39,NA,13,11/3/1998,57.39,41.67,15.72,2.72,-2.72,1,NA,NA
5380170,1998_House-G_NH-2,1998,NH-2,House-G,House-G,RKM Research and Communications Inc.,272,10/26/1998,183,Democrat,38,Republican,53,NA,-15,11/3/1998,44.8,53.2,-8.4,6.600000000000001,-6.600000000000001,1,NA,NA
5380171,1998_House-G_NV-1,1998,NV-1,House-G,House-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,366,Democrat,44,Republican,40,NA,4,11/3/1998,49.2,45.7,3.5,0.5,0.5,1,NA,NA
5380172,1998_House-G_US,1998,US,House-G,House-G,NBC News/Wall Street Journal,221,10/26/1998,1025,Democrat,43,Republican,40,NA,3,11/3/1998,46.42,47.99,-1.57,4.57,4.57,0,NA,NA
5380173,1998_Sen-G_GA,1998,GA,Sen-G,Sen-G,Marketing Workshop,194,10/26/1998,709,Democrat,35,Republican,53,NA,-18,11/3/1998,45.15,52.37,-7.22,10.78,-10.78,1,NA,NA
5380174,1998_Sen-G_IA,1998,IA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,803,Democrat,24,Republican,68,NA,-44,11/3/1998,30.49,68.41,-37.92,6.08,-6.08,1,NA,NA
5380175,1998_Sen-G_IN,1998,IN,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,819,Democrat,58,Republican,33,NA,25,11/3/1998,63.72,34.79,28.93,3.93,-3.93,1,NA,NA
5380176,1998_Sen-G_MO,1998,MO,Sen-G,Sen-G,SurveyUSA,325,10/26/1998,500,Democrat,41,Republican,54,NA,-13,11/3/1998,43.77,52.68,-8.91,4.09,-4.09,1,NA,NA
5380177,1998_Sen-G_NV,1998,NV,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,817,Democrat,47,Republican,45,NA,2,11/3/1998,47.88,47.78,0.1,1.9,1.9,1,NA,NA
5380178,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,815,Democrat,37,Republican,55,NA,-18,11/3/1998,43.53,56.46,-12.93,5.07,-5.07,1,NA,NA
5380179,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,University of Cincinnati (Ohio Poll),346,10/26/1998,1196,Democrat,38,Republican,62,NA,-24,11/3/1998,43.53,56.46,-12.93,11.07,-11.07,1,NA,NA
5380180,1998_Sen-G_PA,1998,PA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/26/1998,807,Democrat,34,Republican,57,NA,-23,11/3/1998,34.79,61.34,-26.55,3.55,3.55,1,NA,NA
5380196,1998_House-G_US,1998,US,House-G,House-G,CBS News/New York Times,36,10/27/1998,485,Democrat,50,Republican,47,NA,3,11/3/1998,46.42,47.99,-1.57,4.57,4.57,0,NA,NA
5380197,1998_Sen-G_CA,1998,CA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,809,Democrat,45,Republican,43,NA,2,11/3/1998,53.06,43.01,10.05,8.05,-8.05,1,NA,NA
5380198,1998_Sen-G_CO,1998,CO,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,831,Democrat,32,Republican,58,NA,-26,11/3/1998,35.01,62.47,-27.46,1.46,1.46,1,NA,NA
5380199,1998_Sen-G_CT,1998,CT,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,633,Democrat,60,Republican,32,NA,28,11/3/1998,65.15,32.37,32.78,4.78,-4.78,1,NA,NA
5380200,1998_Sen-G_FL,1998,FL,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,822,Democrat,59,Republican,31,NA,28,11/3/1998,62.47,37.53,24.94,3.06,3.06,1,NA,NA
5380201,1998_Sen-G_GA,1998,GA,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,809,Democrat,38,Republican,51,NA,-13,11/3/1998,45.15,52.37,-7.22,5.78,-5.78,1,NA,NA
5380202,1998_Sen-G_IL,1998,IL,Sen-G,Sen-G,Richard Day Research Inc.,287,10/27/1998,712,Democrat,40,Republican,50,NA,-10,11/3/1998,47.44,50.35,-2.91,7.09,-7.09,1,NA,NA
5380203,1998_Sen-G_KY,1998,KY,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,823,Democrat,46,Republican,45,NA,1,11/3/1998,49.16,49.75,-0.59,1.59,1.59,0,NA,NA
5380204,1998_Sen-G_NC,1998,NC,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,827,Democrat,43,Republican,44,NA,-1,11/3/1998,51.15,47.01,4.14,5.14,-5.14,0,NA,NA
5380205,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Marist College,183,10/27/1998,351,Democrat,50,Republican,47,NA,3,11/3/1998,54.62,44.08,10.54,7.54,-7.54,1,NA,NA
5380206,1998_Sen-G_NY,1998,NY,Sen-G,Sen-G,Mason-Dixon Polling & Research Inc.,197,10/27/1998,808,Democrat,46,Republican,43,NA,3,11/3/1998,54.62,44.08,10.54,7.54,-7.54,1,NA,NA
5380207,1998_Sen-G_OH,1998,OH,Sen-G,Sen-G,Columbus Dispatch,57,10/27/1998,800,Democrat,49,Republican,51,NA,-2,11/3/1998,43.53,56.46,-12.93,10.93,10.93,1,NA,NA
